,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-10 10:10:00,33287,1542
1,Bayern,2020-05-10 10:10:00,44265,2153
2,Berlin,2020-05-10 10:10:00,6261,165
3,Brandenburg,2020-05-10 10:10:00,3101,134
4,Bremen,2020-05-10 10:10:00,1043,32
5,Hamburg,2020-05-10 10:10:00,4772,204
6,Hessen,2020-05-10 10:10:00,8998,411
7,Mecklenburg- Vor­pommern,2020-05-10 10:10:00,726,19
8,Niedersachsen,2020-05-10 10:10:00,10827,498
9,Nordrhein-West­falen,2020-05-10 10:10:00,34964,1425
10,Rhein­land-Pfalz,2020-05-10 10:10:00,6291,195
11,Saarland,2020-05-10 10:10:00,2663,142
12,Sachsen,2020-05-10 10:10:00,4886,187
13,Sachsen-Anhalt,2020-05-10 10:10:00,1640,48
14,Schles­wig-Holstein,2020-05-10 10:10:00,2938,123
15,Thüringen,2020-05-10 10:10:00,2556,117
16,Gesamt,2020-05-10 10:10:00,169218,7395
