,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-19 10:10:00,123941,2369
1,Bayern,2020-11-19 10:10:00,168358,3314
2,Berlin,2020-11-19 10:10:00,52068,401
3,Branden­burg,2020-11-19 10:10:00,13947,262
4,Bremen,2020-11-19 10:10:00,8749,103
5,Hamburg,2020-11-19 10:10:00,21076,318
6,Hessen,2020-11-19 10:10:00,70200,961
7,Meck­lenburg- Vor­pommern,2020-11-19 10:10:00,4787,47
8,Nieder­sachsen,2020-11-19 10:10:00,58346,951
9,Nord­rhein-West­falen,2020-11-19 10:10:00,216809,2819
10,Rhein­land-Pfalz,2020-11-19 10:10:00,35065,391
11,Saarland,2020-11-19 10:10:00,10627,231
12,Sachsen,2020-11-19 10:10:00,38769,582
13,Sachsen-Anhalt,2020-11-19 10:10:00,8944,113
14,Schles­wig-Holstein,2020-11-19 10:10:00,12124,229
15,Thüringen,2020-11-19 10:10:00,12106,279
16,Gesamt,2020-11-19 10:10:00,855916,13370
