,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-25 10:10:00,34431,1698
1,Bayern,2020-05-25 10:10:00,46326,2382
2,Berlin,2020-05-25 10:10:00,6642,191
3,Brandenburg,2020-05-25 10:10:00,3214,154
4,Bremen,2020-05-25 10:10:00,1312,41
5,Hamburg,2020-05-25 10:10:00,5069,241
6,Hessen,2020-05-25 10:10:00,9770,460
7,Mecklenburg- Vor­pommern,2020-05-25 10:10:00,760,20
8,Niedersachsen*,2020-05-25 10:10:00,11578,572
9,Nordrhein-West­falen,2020-05-25 10:10:00,37298,1565
10,Rhein­land-Pfalz,2020-05-25 10:10:00,6596,228
11,Saarland,2020-05-25 10:10:00,2716,157
12,Sachsen,2020-05-25 10:10:00,5231,205
13,Sachsen-Anhalt,2020-05-25 10:10:00,1694,54
14,Schles­wig-Holstein,2020-05-25 10:10:00,3062,137
15,Thüringen,2020-05-25 10:10:00,2871,152
16,Gesamt,2020-05-25 10:10:00,178570,8257
