,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-08 10:10:00,254652,5337
1,Bayern,2021-01-08 10:10:00,348143,7656
2,Berlin,2021-01-08 10:10:00,103639,1487
3,Branden­burg,2021-01-08 10:10:00,48351,1221
4,Bremen,2021-01-08 10:10:00,14177,213
5,Hamburg,2021-01-08 10:10:00,39587,763
6,Hessen,2021-01-08 10:10:00,147012,3349
7,Meck­lenburg- Vor­pommern,2021-01-08 10:10:00,14031,226
8,Nieder­sachsen,2021-01-08 10:10:00,116432,2258
9,Nord­rhein-West­falen,2021-01-08 10:10:00,420190,7706
10,Rhein­land-Pfalz,2021-01-08 10:10:00,78087,1686
11,Saarland,2021-01-08 10:10:00,21321,497
12,Sachsen,2021-01-08 10:10:00,149707,3814
13,Sachsen-Anhalt,2021-01-08 10:10:00,34971,805
14,Schles­wig-Holstein,2021-01-08 10:10:00,27542,520
15,Thüringen,2021-01-08 10:10:00,49045,1257
16,Gesamt,2021-01-08 10:10:00,1866887,38795
