,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-19 16:10:00,206397,3892
1,Bayern,2020-12-19 16:10:00,283289,5566
2,Berlin,2020-12-19 16:10:00,85244,985
3,Branden­burg,2020-12-19 16:10:00,31224,635
4,Bremen,2020-12-19 16:10:00,12367,167
5,Hamburg,2020-12-19 16:10:00,31591,528
6,Hessen,2020-12-19 16:10:00,118697,2085
7,Meck­lenburg- Vor­pommern,2020-12-19 16:10:00,9448,114
8,Nieder­sachsen,2020-12-19 16:10:00,92773,1605
9,Nord­rhein-West­falen,2020-12-19 16:10:00,345186,5177
10,Rhein­land-Pfalz,2020-12-19 16:10:00,62002,1041
11,Saarland,2020-12-19 16:10:00,17358,349
12,Sachsen,2020-12-19 16:10:00,102193,2132
13,Sachsen-Anhalt,2020-12-19 16:10:00,21867,376
14,Schles­wig-Holstein,2020-12-19 16:10:00,20259,322
15,Thüringen,2020-12-19 16:10:00,31343,666
16,Gesamt,2020-12-19 16:10:00,1471238,25640
