,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-18 10:10:00,34000,1652
1,Bayern,2020-05-18 10:10:00,45507,2287
2,Berlin,2020-05-18 10:10:00,6458,180
3,Brandenburg,2020-05-18 10:10:00,3172,149
4,Bremen,2020-05-18 10:10:00,1171,38
5,Hamburg,2020-05-18 10:10:00,5037,232
6,Hessen,2020-05-18 10:10:00,9337,439
7,Mecklenburg- Vor­pommern,2020-05-18 10:10:00,752,20
8,Niedersachsen,2020-05-18 10:10:00,11167,545
9,Nordrhein-West­falen,2020-05-18 10:10:00,36365,1512
10,Rhein­land-Pfalz,2020-05-18 10:10:00,6490,217
11,Saarland,2020-05-18 10:10:00,2696,149
12,Sachsen,2020-05-18 10:10:00,5125,196
13,Sachsen-Anhalt,2020-05-18 10:10:00,1678,54
14,Schles­wig-Holstein,2020-05-18 10:10:00,3002,126
15,Thüringen,2020-05-18 10:10:00,2740,139
16,Gesamt,2020-05-18 10:10:00,174697,7935
