,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-27 10:10:00,286954,6803
1,Bayern,2021-01-27 10:10:00,393731,9943
2,Berlin,2021-01-27 10:10:00,117602,2111
3,Branden­burg,2021-01-27 10:10:00,65150,2106
4,Bremen,2021-01-27 10:10:00,15549,257
5,Hamburg,2021-01-27 10:10:00,45070,1003
6,Hessen,2021-01-27 10:10:00,167595,4577
7,Meck­lenburg- Vor­pommern,2021-01-27 10:10:00,18948,399
8,Nieder­sachsen,2021-01-27 10:10:00,137549,3090
9,Nord­rhein-West­falen,2021-01-27 10:10:00,475013,10301
10,Rhein­land-Pfalz,2021-01-27 10:10:00,90431,2380
11,Saarland,2021-01-27 10:10:00,24671,704
12,Sachsen,2021-01-27 10:10:00,176039,5920
13,Sachsen-Anhalt,2021-01-27 10:10:00,49400,1556
14,Schles­wig-Holstein,2021-01-27 10:10:00,34530,794
15,Thüringen,2021-01-27 10:10:00,63043,2028
16,Gesamt,2021-01-27 10:10:00,2161275,53972
