,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-13 10:10:00,33518,1594
1,Bayern,2020-05-13 10:10:00,44802,2209
2,Berlin,2020-05-13 10:10:00,6298,170
3,Brandenburg,2020-05-13 10:10:00,3125,137
4,Bremen,2020-05-13 10:10:00,1077,36
5,Hamburg,2020-05-13 10:10:00,4972,223
6,Hessen,2020-05-13 10:10:00,9087,419
7,Mecklenburg- Vor­pommern,2020-05-13 10:10:00,736,20
8,Niedersachsen,2020-05-13 10:10:00,10903,508
9,Nordrhein-West­falen,2020-05-13 10:10:00,35555,1473
10,Rhein­land-Pfalz,2020-05-13 10:10:00,6360,207
11,Saarland,2020-05-13 10:10:00,2667,144
12,Sachsen,2020-05-13 10:10:00,4962,191
13,Sachsen-Anhalt,2020-05-13 10:10:00,1650,52
14,Schles­wig-Holstein,2020-05-13 10:10:00,2972,125
15,Thüringen,2020-05-13 10:10:00,2622,126
16,Gesamt,2020-05-13 10:10:00,171306,7634
