,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-17 10:10:00,36264,1839
1,Bayern,2020-07-17 10:10:00,49631,2616
2,Berlin,2020-07-17 10:10:00,8725,221
3,Branden­burg,2020-07-17 10:10:00,3470,167
4,Bremen,2020-07-17 10:10:00,1701,55
5,Hamburg,2020-07-17 10:10:00,5232,260
6,Hessen,2020-07-17 10:10:00,11324,514
7,Meck­lenburg- Vor­pommern,2020-07-17 10:10:00,805,20
8,Nieder­sachsen,2020-07-17 10:10:00,13905,644
9,Nord­rhein-West­falen,2020-07-17 10:10:00,45710,1711
10,Rhein­land-Pfalz,2020-07-17 10:10:00,7275,238
11,Saarland,2020-07-17 10:10:00,2827,174
12,Sachsen,2020-07-17 10:10:00,5485,225
13,Sachsen-Anhalt,2020-07-17 10:10:00,1936,62
14,Schles­wig-Holstein,2020-07-17 10:10:00,3238,154
15,Thüringen,2020-07-17 10:10:00,3315,182
16,Gesamt,2020-07-17 10:10:00,200843,9082
