,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-11 10:10:00,44618,1868
1,Bayern,2020-09-11 10:10:00,61158,2644
2,Berlin,2020-09-11 10:10:00,12090,226
3,Branden­burg,2020-09-11 10:10:00,3984,169
4,Bremen,2020-09-11 10:10:00,2109,58
5,Hamburg,2020-09-11 10:10:00,6699,267
6,Hessen,2020-09-11 10:10:00,16603,537
7,Meck­lenburg- Vor­pommern,2020-09-11 10:10:00,1046,20
8,Nieder­sachsen,2020-09-11 10:10:00,17645,665
9,Nord­rhein-West­falen,2020-09-11 10:10:00,61505,1828
10,Rhein­land-Pfalz,2020-09-11 10:10:00,9623,245
11,Saarland,2020-09-11 10:10:00,3222,175
12,Sachsen,2020-09-11 10:10:00,6282,225
13,Sachsen-Anhalt,2020-09-11 10:10:00,2314,66
14,Schles­wig-Holstein,2020-09-11 10:10:00,4207,161
15,Thüringen,2020-09-11 10:10:00,3745,188
16,Gesamt,2020-09-11 10:10:00,256850,9342
