,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-12 10:10:00,33359,1568
1,Bayern,2020-05-12 10:10:00,44593,2182
2,Berlin,2020-05-12 10:10:00,6274,165
3,Brandenburg,2020-05-12 10:10:00,3111,136
4,Bremen,2020-05-12 10:10:00,1058,35
5,Hamburg,2020-05-12 10:10:00,4960,216
6,Hessen,2020-05-12 10:10:00,9031,415
7,Mecklenburg- Vor­pommern,2020-05-12 10:10:00,729,20
8,Niedersachsen,2020-05-12 10:10:00,10895,507
9,Nordrhein-West­falen,2020-05-12 10:10:00,35333,1456
10,Rhein­land-Pfalz,2020-05-12 10:10:00,6355,206
11,Saarland,2020-05-12 10:10:00,2665,144
12,Sachsen,2020-05-12 10:10:00,4947,190
13,Sachsen-Anhalt,2020-05-12 10:10:00,1648,50
14,Schles­wig-Holstein,2020-05-12 10:10:00,2956,125
15,Thüringen,2020-05-12 10:10:00,2594,118
16,Gesamt,2020-05-12 10:10:00,170508,7533
