,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-28 10:10:00,230029,4486
1,Bayern,2020-12-28 10:10:00,312972,6265
2,Berlin,2020-12-28 10:10:00,93796,1149
3,Branden­burg,2020-12-28 10:10:00,37137,788
4,Bremen,2020-12-28 10:10:00,13205,183
5,Hamburg,2020-12-28 10:10:00,35331,589
6,Hessen,2020-12-28 10:10:00,131804,2511
7,Meck­lenburg- Vor­pommern,2020-12-28 10:10:00,11055,143
8,Nieder­sachsen,2020-12-28 10:10:00,103244,1802
9,Nord­rhein-West­falen,2020-12-28 10:10:00,380487,6066
10,Rhein­land-Pfalz,2020-12-28 10:10:00,69197,1272
11,Saarland,2020-12-28 10:10:00,19322,412
12,Sachsen,2020-12-28 10:10:00,124189,2733
13,Sachsen-Anhalt,2020-12-28 10:10:00,27438,515
14,Schles­wig-Holstein,2020-12-28 10:10:00,23524,376
15,Thüringen,2020-12-28 10:10:00,39104,836
16,Gesamt,2020-12-28 10:10:00,1651834,30126
