,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-14 16:10:00,113539,2242
1,Bayern,2020-11-14 16:10:00,153156,3108
2,Berlin,2020-11-14 16:10:00,46434,348
3,Branden­burg,2020-11-14 16:10:00,12205,232
4,Bremen,2020-11-14 16:10:00,7965,94
5,Hamburg,2020-11-14 16:10:00,19450,311
6,Hessen,2020-11-14 16:10:00,62462,854
7,Meck­lenburg- Vor­pommern,2020-11-14 16:10:00,4289,37
8,Nieder­sachsen,2020-11-14 16:10:00,53883,897
9,Nord­rhein-West­falen,2020-11-14 16:10:00,196363,2616
10,Rhein­land-Pfalz,2020-11-14 16:10:00,31397,356
11,Saarland,2020-11-14 16:10:00,9713,211
12,Sachsen,2020-11-14 16:10:00,33007,502
13,Sachsen-Anhalt,2020-11-14 16:10:00,7941,105
14,Schles­wig-Holstein,2020-11-14 16:10:00,11203,218
15,Thüringen,2020-11-14 16:10:00,10549,247
16,Gesamt,2020-11-14 16:10:00,773556,12378
