,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-07 10:10:00,34912,1791
1,Bayern,2020-06-07 10:10:00,47334,2501
2,Berlin,2020-06-07 10:10:00,6997,205
3,Branden­burg,2020-06-07 10:10:00,3297,158
4,Bremen,2020-06-07 10:10:00,1517,44
5,Hamburg,2020-06-07 10:10:00,5113,254
6,Hessen,2020-06-07 10:10:00,10203,484
7,Meck­lenburg- Vor­pommern,2020-06-07 10:10:00,773,20
8,Nieder­sachsen,2020-06-07 10:10:00,12466,605
9,Nord­rhein-West­falen,2020-06-07 10:10:00,38616,1623
10,Rhein­land-Pfalz,2020-06-07 10:10:00,6775,230
11,Saarland,2020-06-07 10:10:00,2747,166
12,Sachsen,2020-06-07 10:10:00,5323,214
13,Sachsen-Anhalt,2020-06-07 10:10:00,1720,56
14,Schles­wig-Holstein,2020-06-07 10:10:00,3109,147
15,Thüringen,2020-06-07 10:10:00,3077,170
16,Gesamt,2020-06-07 10:10:00,183979,8668
