,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-27 10:10:00,34500,1724
1,Bayern,2020-05-27 10:10:00,46458,2404
2,Berlin,2020-05-27 10:10:00,6673,193
3,Branden-burg,2020-05-27 10:10:00,3246,154
4,Bremen,2020-05-27 10:10:00,1322,42
5,Hamburg,2020-05-27 10:10:00,5072,242
6,Hessen,2020-05-27 10:10:00,9860,466
7,Meck-lenburg- Vor­pommern,2020-05-27 10:10:00,760,20
8,Nieder-sachsen,2020-05-27 10:10:00,11678,578
9,Nord-rhein-West­falen,2020-05-27 10:10:00,37541,1577
10,Rhein­land-Pfalz,2020-05-27 10:10:00,6611,229
11,Saarland,2020-05-27 10:10:00,2730,160
12,Sachsen,2020-05-27 10:10:00,5247,208
13,Sachsen-Anhalt,2020-05-27 10:10:00,1698,55
14,Schles­wig-Holstein,2020-05-27 10:10:00,3070,140
15,Thüringen,2020-05-27 10:10:00,2898,157
16,Gesamt,2020-05-27 10:10:00,179364,8349
