,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-24 10:10:00,47883,1875
1,Bayern,2020-09-24 10:10:00,66192,2654
2,Berlin,2020-09-24 10:10:00,13573,228
3,Branden­burg,2020-09-24 10:10:00,4150,169
4,Bremen,2020-09-24 10:10:00,2262,59
5,Hamburg,2020-09-24 10:10:00,7369,269
6,Hessen,2020-09-24 10:10:00,18035,546
7,Meck­lenburg- Vor­pommern,2020-09-24 10:10:00,1136,20
8,Nieder­sachsen,2020-09-24 10:10:00,19315,678
9,Nord­rhein-West­falen,2020-09-24 10:10:00,66680,1859
10,Rhein­land-Pfalz,2020-09-24 10:10:00,10282,248
11,Saarland,2020-09-24 10:10:00,3262,176
12,Sachsen,2020-09-24 10:10:00,6887,229
13,Sachsen-Anhalt,2020-09-24 10:10:00,2497,67
14,Schles­wig-Holstein,2020-09-24 10:10:00,4540,161
15,Thüringen,2020-09-24 10:10:00,4007,190
16,Gesamt,2020-09-24 10:10:00,278070,9428
