,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-14 10:10:00,45254,1867
1,Bayern,2020-09-14 10:10:00,61974,2645
2,Berlin,2020-09-14 10:10:00,12269,226
3,Branden­burg,2020-09-14 10:10:00,4006,169
4,Bremen,2020-09-14 10:10:00,2135,58
5,Hamburg,2020-09-14 10:10:00,6825,268
6,Hessen,2020-09-14 10:10:00,16877,539
7,Meck­lenburg- Vor­pommern*,2020-09-14 10:10:00,1055,20
8,Nieder­sachsen,2020-09-14 10:10:00,17911,667
9,Nord­rhein-West­falen,2020-09-14 10:10:00,62261,1829
10,Rhein­land-Pfalz,2020-09-14 10:10:00,9764,246
11,Saarland,2020-09-14 10:10:00,3245,175
12,Sachsen,2020-09-14 10:10:00,6403,226
13,Sachsen-Anhalt,2020-09-14 10:10:00,2355,66
14,Schles­wig-Holstein,2020-09-14 10:10:00,4231,161
15,Thüringen,2020-09-14 10:10:00,3790,188
16,Gesamt,2020-09-14 10:10:00,260355,9350
