,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-08 16:10:00,99046,2111
1,Bayern,2020-11-08 16:10:00,130635,2913
2,Berlin,2020-11-08 16:10:00,39383,294
3,Branden­burg,2020-11-08 16:10:00,10296,215
4,Bremen,2020-11-08 16:10:00,7067,86
5,Hamburg,2020-11-08 16:10:00,16854,304
6,Hessen,2020-11-08 16:10:00,53161,753
7,Meck­lenburg- Vor­pommern,2020-11-08 16:10:00,3693,29
8,Nieder­sachsen,2020-11-08 16:10:00,45002,817
9,Nord­rhein-West­falen,2020-11-08 16:10:00,168205,2341
10,Rhein­land-Pfalz,2020-11-08 16:10:00,25721,316
11,Saarland,2020-11-08 16:10:00,8327,199
12,Sachsen,2020-11-08 16:10:00,25878,402
13,Sachsen-Anhalt,2020-11-08 16:10:00,6583,90
14,Schles­wig-Holstein,2020-11-08 16:10:00,9823,200
15,Thüringen,2020-11-08 16:10:00,8831,219
16,Gesamt,2020-11-08 16:10:00,658505,11289
