,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-26 10:10:00,227305,4400
1,Bayern,2020-12-26 10:10:00,308651,6150
2,Berlin,2020-12-26 10:10:00,92346,1118
3,Branden­burg,2020-12-26 10:10:00,36214,771
4,Bremen,2020-12-26 10:10:00,13134,178
5,Hamburg,2020-12-26 10:10:00,34813,584
6,Hessen,2020-12-26 10:10:00,130109,2423
7,Meck­lenburg- Vor­pommern,2020-12-26 10:10:00,10841,139
8,Nieder­sachsen,2020-12-26 10:10:00,101877,1774
9,Nord­rhein-West­falen,2020-12-26 10:10:00,375714,5888
10,Rhein­land-Pfalz,2020-12-26 10:10:00,68113,1229
11,Saarland,2020-12-26 10:10:00,19122,406
12,Sachsen,2020-12-26 10:10:00,121060,2682
13,Sachsen-Anhalt,2020-12-26 10:10:00,26569,502
14,Schles­wig-Holstein,2020-12-26 10:10:00,23094,359
15,Thüringen,2020-12-26 10:10:00,38141,819
16,Gesamt,2020-12-26 10:10:00,1627103,29422
