,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-26 10:10:00,285615,6728
1,Bayern,2021-01-26 10:10:00,391863,9773
2,Berlin,2021-01-26 10:10:00,117114,2067
3,Branden­burg,2021-01-26 10:10:00,64265,2028
4,Bremen,2021-01-26 10:10:00,15467,255
5,Hamburg,2021-01-26 10:10:00,44919,990
6,Hessen,2021-01-26 10:10:00,166452,4494
7,Meck­lenburg- Vor­pommern,2021-01-26 10:10:00,18569,384
8,Nieder­sachsen,2021-01-26 10:10:00,136795,3031
9,Nord­rhein-West­falen,2021-01-26 10:10:00,472482,10161
10,Rhein­land-Pfalz,2021-01-26 10:10:00,89830,2330
11,Saarland,2021-01-26 10:10:00,24396,696
12,Sachsen,2021-01-26 10:10:00,175171,5799
13,Sachsen-Anhalt,2021-01-26 10:10:00,48795,1493
14,Schles­wig-Holstein,2021-01-26 10:10:00,33972,769
15,Thüringen,2021-01-26 10:10:00,62372,1992
16,Gesamt,2021-01-26 10:10:00,2148077,52990
