,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-03 10:10:00,155941,2883
1,Bayern,2020-12-03 10:10:00,217949,4057
2,Berlin,2020-12-03 10:10:00,67264,618
3,Branden­burg,2020-12-03 10:10:00,20261,380
4,Bremen,2020-12-03 10:10:00,10425,129
5,Hamburg,2020-12-03 10:10:00,25469,387
6,Hessen,2020-12-03 10:10:00,90966,1372
7,Meck­lenburg- Vor­pommern,2020-12-03 10:10:00,6266,68
8,Nieder­sachsen,2020-12-03 10:10:00,73548,1207
9,Nord­rhein-West­falen,2020-12-03 10:10:00,272026,3721
10,Rhein­land-Pfalz,2020-12-03 10:10:00,46093,592
11,Saarland,2020-12-03 10:10:00,13064,262
12,Sachsen,2020-12-03 10:10:00,60919,1083
13,Sachsen-Anhalt,2020-12-03 10:10:00,13342,190
14,Schles­wig-Holstein,2020-12-03 10:10:00,14827,259
15,Thüringen,2020-12-03 10:10:00,18429,394
16,Gesamt,2020-12-03 10:10:00,1106789,17602
