,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-30 10:10:00,149318,2715
1,Bayern,2020-11-30 10:10:00,207159,3801
2,Berlin,2020-11-30 10:10:00,64220,553
3,Branden­burg,2020-11-30 10:10:00,18740,337
4,Bremen,2020-11-30 10:10:00,9909,118
5,Hamburg,2020-11-30 10:10:00,24705,372
6,Hessen,2020-11-30 10:10:00,86792,1248
7,Meck­lenburg- Vor­pommern,2020-11-30 10:10:00,5950,61
8,Nieder­sachsen,2020-11-30 10:10:00,71265,1152
9,Nord­rhein-West­falen,2020-11-30 10:10:00,260646,3435
10,Rhein­land-Pfalz,2020-11-30 10:10:00,43618,517
11,Saarland,2020-11-30 10:10:00,12673,252
12,Sachsen,2020-11-30 10:10:00,55274,922
13,Sachsen-Anhalt,2020-11-30 10:10:00,12339,165
14,Schles­wig-Holstein,2020-11-30 10:10:00,14263,253
15,Thüringen,2020-11-30 10:10:00,16998,347
16,Gesamt,2020-11-30 10:10:00,1053869,16248
