,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-13 10:10:00,264735,5758
1,Bayern,2021-01-13 10:10:00,361582,8216
2,Berlin,2021-01-13 10:10:00,108295,1635
3,Branden­burg,2021-01-13 10:10:00,52285,1361
4,Bremen,2021-01-13 10:10:00,14469,226
5,Hamburg,2021-01-13 10:10:00,41350,851
6,Hessen,2021-01-13 10:10:00,152844,3716
7,Meck­lenburg- Vor­pommern,2021-01-13 10:10:00,15316,260
8,Nieder­sachsen,2021-01-13 10:10:00,122431,2442
9,Nord­rhein-West­falen,2021-01-13 10:10:00,435464,8402
10,Rhein­land-Pfalz,2021-01-13 10:10:00,81737,1870
11,Saarland,2021-01-13 10:10:00,22279,566
12,Sachsen,2021-01-13 10:10:00,158624,4323
13,Sachsen-Anhalt,2021-01-13 10:10:00,39233,949
14,Schles­wig-Holstein,2021-01-13 10:10:00,29250,594
15,Thüringen,2021-01-13 10:10:00,53532,1468
16,Gesamt,2021-01-13 10:10:00,1953426,42637
