,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-13 10:10:00,110633,2225
1,Bayern,2020-11-13 10:10:00,148882,3081
2,Berlin,2020-11-13 10:10:00,45106,334
3,Branden­burg,2020-11-13 10:10:00,11852,230
4,Bremen,2020-11-13 10:10:00,7803,93
5,Hamburg,2020-11-13 10:10:00,18914,310
6,Hessen,2020-11-13 10:10:00,61055,836
7,Meck­lenburg- Vor­pommern,2020-11-13 10:10:00,4165,36
8,Nieder­sachsen,2020-11-13 10:10:00,51770,882
9,Nord­rhein-West­falen,2020-11-13 10:10:00,191011,2581
10,Rhein­land-Pfalz,2020-11-13 10:10:00,30250,352
11,Saarland,2020-11-13 10:10:00,9452,208
12,Sachsen,2020-11-13 10:10:00,31538,474
13,Sachsen-Anhalt,2020-11-13 10:10:00,7641,105
14,Schles­wig-Holstein,2020-11-13 10:10:00,10924,213
15,Thüringen,2020-11-13 10:10:00,10099,240
16,Gesamt,2020-11-13 10:10:00,751095,12200
