,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-20 10:10:00,34115,1672
1,Bayern,2020-05-20 10:10:00,45766,2339
2,Berlin,2020-05-20 10:10:00,6507,186
3,Brandenburg,2020-05-20 10:10:00,3193,151
4,Bremen,2020-05-20 10:10:00,1256,38
5,Hamburg,2020-05-20 10:10:00,5042,236
6,Hessen,2020-05-20 10:10:00,9483,446
7,Mecklenburg- Vor­pommern,2020-05-20 10:10:00,755,20
8,Niedersachsen,2020-05-20 10:10:00,11288,557
9,Nordrhein-West­falen,2020-05-20 10:10:00,36766,1537
10,Rhein­land-Pfalz,2020-05-20 10:10:00,6529,222
11,Saarland,2020-05-20 10:10:00,2703,154
12,Sachsen,2020-05-20 10:10:00,5150,198
13,Sachsen-Anhalt,2020-05-20 10:10:00,1680,54
14,Schles­wig-Holstein,2020-05-20 10:10:00,3014,131
15,Thüringen,2020-05-20 10:10:00,2760,149
16,Gesamt,2020-05-20 10:10:00,176007,8090
