,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-17 16:10:00,58653,1927
1,Bayern,2020-10-17 16:10:00,77904,2714
2,Berlin,2020-10-17 16:10:00,20764,240
3,Branden­burg,2020-10-17 16:10:00,5305,172
4,Bremen,2020-10-17 16:10:00,3477,62
5,Hamburg,2020-10-17 16:10:00,9457,278
6,Hessen,2020-10-17 16:10:00,25033,572
7,Meck­lenburg- Vor­pommern*,2020-10-17 16:10:00,1590,20
8,Nieder­sachsen,2020-10-17 16:10:00,25287,710
9,Nord­rhein-West­falen,2020-10-17 16:10:00,88204,1943
10,Rhein­land-Pfalz,2020-10-17 16:10:00,13227,263
11,Saarland,2020-10-17 16:10:00,4221,177
12,Sachsen,2020-10-17 16:10:00,9738,257
13,Sachsen-Anhalt,2020-10-17 16:10:00,3134,71
14,Schles­wig-Holstein,2020-10-17 16:10:00,5600,163
15,Thüringen,2020-10-17 16:10:00,4793,198
16,Gesamt,2020-10-17 16:10:00,356387,9767
