,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-18 16:10:00,274829,6111
1,Bayern,2021-01-18 16:10:00,375137,8697
2,Berlin,2021-01-18 16:10:00,112511,1833
3,Branden­burg,2021-01-18 16:10:00,57264,1605
4,Bremen,2021-01-18 16:10:00,14943,232
5,Hamburg,2021-01-18 16:10:00,42814,906
6,Hessen,2021-01-18 16:10:00,158968,3964
7,Meck­lenburg- Vor­pommern,2021-01-18 16:10:00,16742,308
8,Nieder­sachsen,2021-01-18 16:10:00,128826,2634
9,Nord­rhein-West­falen,2021-01-18 16:10:00,451898,9123
10,Rhein­land-Pfalz,2021-01-18 16:10:00,84641,2048
11,Saarland,2021-01-18 16:10:00,23146,611
12,Sachsen,2021-01-18 16:10:00,166993,5104
13,Sachsen-Anhalt,2021-01-18 16:10:00,43182,1166
14,Schles­wig-Holstein,2021-01-18 16:10:00,31171,652
15,Thüringen,2021-01-18 16:10:00,57594,1639
16,Gesamt,2021-01-18 16:10:00,2040659,46633
