,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-04 10:10:00,32411,1421
1,Bayern,2020-05-04 10:10:00,42997,1926
2,Berlin,2020-05-04 10:10:00,6010,154
3,Brandenburg,2020-05-04 10:10:00,2914,122
4,Bremen,2020-05-04 10:10:00,893,30
5,Hamburg,2020-05-04 10:10:00,4636,166
6,Hessen,2020-05-04 10:10:00,8549,372
7,Mecklenburg- Vor­pommern,2020-05-04 10:10:00,699,18
8,Niedersachsen,2020-05-04 10:10:00,10325,456
9,Nordrhein-West­falen,2020-05-04 10:10:00,33560,1290
10,Rhein­land-Pfalz,2020-05-04 10:10:00,6150,177
11,Saarland,2020-05-04 10:10:00,2608,139
12,Sachsen,2020-05-04 10:10:00,4702,167
13,Sachsen-Anhalt,2020-05-04 10:10:00,1578,45
14,Schles­wig-Holstein,2020-05-04 10:10:00,2788,113
15,Thüringen,2020-05-04 10:10:00,2355,96
16,Gesamt,2020-05-04 10:10:00,163175,6692
