,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-20 16:10:00,35272,1824
1,Bayern,2020-06-20 16:10:00,47827,2566
2,Berlin,2020-06-20 16:10:00,7733,211
3,Branden­burg,2020-06-20 16:10:00,3383,163
4,Bremen,2020-06-20 16:10:00,1636,49
5,Hamburg,2020-06-20 16:10:00,5160,259
6,Hessen,2020-06-20 16:10:00,10556,500
7,Meck­lenburg- Vor­pommern,2020-06-20 16:10:00,791,20
8,Nieder­sachsen,2020-06-20 16:10:00,13136,618
9,Nord­rhein-West­falen,2020-06-20 16:10:00,40372,1663
10,Rhein­land-Pfalz,2020-06-20 16:10:00,6903,234
11,Saarland,2020-06-20 16:10:00,2776,168
12,Sachsen,2020-06-20 16:10:00,5408,221
13,Sachsen-Anhalt,2020-06-20 16:10:00,1839,57
14,Schles­wig-Holstein,2020-06-20 16:10:00,3133,152
15,Thüringen,2020-06-20 16:10:00,3210,178
16,Gesamt,2020-06-20 16:10:00,189135,8883
