,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-23 10:10:00,34345,1692
1,Bayern,2020-05-23 10:10:00,46132,2367
2,Berlin,2020-05-23 10:10:00,6614,190
3,Brandenburg,2020-05-23 10:10:00,3213,154
4,Bremen,2020-05-23 10:10:00,1296,41
5,Hamburg,2020-05-23 10:10:00,5063,240
6,Hessen,2020-05-23 10:10:00,9670,458
7,Mecklenburg- Vor­pommern,2020-05-23 10:10:00,763,20
8,Niedersachsen,2020-05-23 10:10:00,11521,571
9,Nordrhein-West­falen,2020-05-23 10:10:00,37139,1555
10,Rhein­land-Pfalz,2020-05-23 10:10:00,6582,226
11,Saarland,2020-05-23 10:10:00,2709,157
12,Sachsen,2020-05-23 10:10:00,5219,204
13,Sachsen-Anhalt,2020-05-23 10:10:00,1692,54
14,Schles­wig-Holstein,2020-05-23 10:10:00,3062,136
15,Thüringen,2020-05-23 10:10:00,2830,151
16,Gesamt,2020-05-23 10:10:00,177850,8216
