,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-14 10:10:00,267714,5874
1,Bayern,2021-01-14 10:10:00,366609,8399
2,Berlin,2021-01-14 10:10:00,109569,1711
3,Branden­burg,2021-01-14 10:10:00,53533,1469
4,Bremen,2021-01-14 10:10:00,14629,227
5,Hamburg,2021-01-14 10:10:00,41746,865
6,Hessen,2021-01-14 10:10:00,154500,3780
7,Meck­lenburg- Vor­pommern,2021-01-14 10:10:00,15684,268
8,Nieder­sachsen,2021-01-14 10:10:00,124027,2493
9,Nord­rhein-West­falen,2021-01-14 10:10:00,439609,8585
10,Rhein­land-Pfalz,2021-01-14 10:10:00,82472,1919
11,Saarland,2021-01-14 10:10:00,22542,588
12,Sachsen,2021-01-14 10:10:00,161352,4583
13,Sachsen-Anhalt,2021-01-14 10:10:00,40234,1006
14,Schles­wig-Holstein,2021-01-14 10:10:00,29734,609
15,Thüringen,2021-01-14 10:10:00,54636,1505
16,Gesamt,2021-01-14 10:10:00,1978590,43881
