,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-19 10:10:00,46779,1871
1,Bayern,2020-09-19 10:10:00,64395,2648
2,Berlin,2020-09-19 10:10:00,12919,227
3,Branden­burg,2020-09-19 10:10:00,4079,169
4,Bremen,2020-09-19 10:10:00,2191,59
5,Hamburg,2020-09-19 10:10:00,7075,269
6,Hessen,2020-09-19 10:10:00,17516,543
7,Meck­lenburg- Vor­pommern,2020-09-19 10:10:00,1105,20
8,Nieder­sachsen,2020-09-19 10:10:00,18701,669
9,Nord­rhein-West­falen,2020-09-19 10:10:00,64692,1844
10,Rhein­land-Pfalz,2020-09-19 10:10:00,10037,247
11,Saarland,2020-09-19 10:10:00,3227,176
12,Sachsen,2020-09-19 10:10:00,6658,226
13,Sachsen-Anhalt,2020-09-19 10:10:00,2393,66
14,Schles­wig-Holstein,2020-09-19 10:10:00,4384,161
15,Thüringen,2020-09-19 10:10:00,3919,189
16,Gesamt,2020-09-19 10:10:00,270070,9384
