,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-28 10:10:00,288818,6871
1,Bayern,2021-01-28 10:10:00,396600,10116
2,Berlin,2021-01-28 10:10:00,118433,2164
3,Branden­burg,2021-01-28 10:10:00,66370,2161
4,Bremen,2021-01-28 10:10:00,15639,259
5,Hamburg,2021-01-28 10:10:00,45535,1029
6,Hessen,2021-01-28 10:10:00,168871,4676
7,Meck­lenburg- Vor­pommern,2021-01-28 10:10:00,19197,409
8,Nieder­sachsen,2021-01-28 10:10:00,139029,3154
9,Nord­rhein-West­falen,2021-01-28 10:10:00,478263,10457
10,Rhein­land-Pfalz,2021-01-28 10:10:00,91099,2417
11,Saarland,2021-01-28 10:10:00,24941,711
12,Sachsen,2021-01-28 10:10:00,177121,6002
13,Sachsen-Anhalt,2021-01-28 10:10:00,50200,1604
14,Schles­wig-Holstein,2021-01-28 10:10:00,35037,815
15,Thüringen,2021-01-28 10:10:00,63675,2068
16,Gesamt,2021-01-28 10:10:00,2178828,54913
