,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-29 16:10:00,147887,2702
1,Bayern,2020-11-29 16:10:00,205211,3785
2,Berlin*,2020-11-29 16:10:00,63064,539
3,Branden­burg,2020-11-29 16:10:00,18488,334
4,Bremen,2020-11-29 16:10:00,9872,116
5,Hamburg,2020-11-29 16:10:00,24602,372
6,Hessen,2020-11-29 16:10:00,86279,1240
7,Meck­lenburg- Vor­pommern,2020-11-29 16:10:00,5908,61
8,Nieder­sachsen,2020-11-29 16:10:00,70857,1150
9,Nord­rhein-West­falen,2020-11-29 16:10:00,258390,3418
10,Rhein­land-Pfalz,2020-11-29 16:10:00,43036,515
11,Saarland,2020-11-29 16:10:00,12486,251
12,Sachsen,2020-11-29 16:10:00,53804,882
13,Sachsen-Anhalt,2020-11-29 16:10:00,11938,163
14,Schles­wig-Holstein,2020-11-29 16:10:00,14192,249
15,Thüringen,2020-11-29 16:10:00,16686,346
16,Gesamt,2020-11-29 16:10:00,1042700,16123
