,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-19 16:10:00,36342,1838
1,Bayern,2020-07-19 16:10:00,49710,2616
2,Berlin,2020-07-19 16:10:00,8774,221
3,Branden­burg,2020-07-19 16:10:00,3476,167
4,Bremen,2020-07-19 16:10:00,1718,55
5,Hamburg,2020-07-19 16:10:00,5240,261
6,Hessen,2020-07-19 16:10:00,11386,514
7,Meck­lenburg- Vor­pommern,2020-07-19 16:10:00,806,20
8,Nieder­sachsen,2020-07-19 16:10:00,13963,645
9,Nord­rhein-West­falen,2020-07-19 16:10:00,46024,1712
10,Rhein­land-Pfalz,2020-07-19 16:10:00,7299,238
11,Saarland,2020-07-19 16:10:00,2828,174
12,Sachsen,2020-07-19 16:10:00,5488,225
13,Sachsen-Anhalt,2020-07-19 16:10:00,1946,62
14,Schles­wig-Holstein,2020-07-19 16:10:00,3253,154
15,Thüringen,2020-07-19 16:10:00,3321,182
16,Gesamt,2020-07-19 16:10:00,201574,9084
