,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-21 10:10:00,129905,2436
1,Bayern,2020-11-21 10:10:00,177522,3387
2,Berlin,2020-11-21 10:10:00,55018,441
3,Branden­burg,2020-11-21 10:10:00,15032,276
4,Bremen,2020-11-21 10:10:00,9052,105
5,Hamburg,2020-11-21 10:10:00,22098,334
6,Hessen,2020-11-21 10:10:00,74368,1010
7,Meck­lenburg- Vor­pommern,2020-11-21 10:10:00,5064,53
8,Nieder­sachsen,2020-11-21 10:10:00,61621,985
9,Nord­rhein-West­falen,2020-11-21 10:10:00,227783,2943
10,Rhein­land-Pfalz,2020-11-21 10:10:00,37132,411
11,Saarland,2020-11-21 10:10:00,11247,234
12,Sachsen,2020-11-21 10:10:00,41336,626
13,Sachsen-Anhalt,2020-11-21 10:10:00,9580,121
14,Schles­wig-Holstein,2020-11-21 10:10:00,12638,233
15,Thüringen,2020-11-21 10:10:00,13132,289
16,Gesamt,2020-11-21 10:10:00,902528,13884
