,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg*,2020-09-27 16:10:00,48467,1877
1,Bayern,2020-09-27 16:10:00,67255,2659
2,Berlin,2020-09-27 16:10:00,14113,228
3,Branden­burg,2020-09-27 16:10:00,4214,169
4,Bremen,2020-09-27 16:10:00,2366,59
5,Hamburg,2020-09-27 16:10:00,7638,269
6,Hessen,2020-09-27 16:10:00,18607,550
7,Meck­lenburg- Vor­pommern*,2020-09-27 16:10:00,1151,20
8,Nieder­sachsen,2020-09-27 16:10:00,19772,683
9,Nord­rhein-West­falen,2020-09-27 16:10:00,68395,1864
10,Rhein­land-Pfalz,2020-09-27 16:10:00,10483,252
11,Saarland,2020-09-27 16:10:00,3295,176
12,Sachsen,2020-09-27 16:10:00,7095,233
13,Sachsen-Anhalt,2020-09-27 16:10:00,2569,67
14,Schles­wig-Holstein,2020-09-27 16:10:00,4671,161
15,Thüringen,2020-09-27 16:10:00,4049,190
16,Gesamt,2020-09-27 16:10:00,284140,9457
