,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-16 10:10:00,25881,802
1,Bayern,2020-04-16 10:10:00,35142,1049
2,Berlin,2020-04-16 10:10:00,4848,74
3,Brandenburg,2020-04-16 10:10:00,2058,54
4,Bremen,2020-04-16 10:10:00,507,21
5,Hamburg,2020-04-16 10:10:00,3953,80
6,Hessen,2020-04-16 10:10:00,6470,187
7,Mecklenburg- Vor­pommern,2020-04-16 10:10:00,634,13
8,Niedersachsen,2020-04-16 10:10:00,8188,248
9,Nordrhein-West­falen,2020-04-16 10:10:00,26383,663
10,Rhein­land-Pfalz,2020-04-16 10:10:00,5087,87
11,Saarland,2020-04-16 10:10:00,2201,71
12,Sachsen,2020-04-16 10:10:00,3955,94
13,Sachsen-Anhalt,2020-04-16 10:10:00,1248,26
14,Schles­wig-Holstein,2020-04-16 10:10:00,2294,55
15,Thüringen,2020-04-16 10:10:00,1601,45
16,Gesamt,2020-04-16 10:10:00,130450,3569
