,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-12 10:10:00,262509,5665
1,Bayern,2021-01-12 10:10:00,358804,8053
2,Berlin,2021-01-12 10:10:00,107226,1591
3,Branden­burg,2021-01-12 10:10:00,51521,1335
4,Bremen,2021-01-12 10:10:00,14383,225
5,Hamburg,2021-01-12 10:10:00,40960,820
6,Hessen,2021-01-12 10:10:00,151293,3588
7,Meck­lenburg- Vor­pommern,2021-01-12 10:10:00,14882,254
8,Nieder­sachsen,2021-01-12 10:10:00,121103,2386
9,Nord­rhein-West­falen,2021-01-12 10:10:00,431807,8181
10,Rhein­land-Pfalz,2021-01-12 10:10:00,81039,1838
11,Saarland,2021-01-12 10:10:00,22142,555
12,Sachsen,2021-01-12 10:10:00,156677,4196
13,Sachsen-Anhalt,2021-01-12 10:10:00,38320,912
14,Schles­wig-Holstein,2021-01-12 10:10:00,28845,569
15,Thüringen,2021-01-12 10:10:00,52315,1409
16,Gesamt,2021-01-12 10:10:00,1933826,41577
