,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-21 10:10:00,279479,6419
1,Bayern,2021-01-21 10:10:00,383107,9282
2,Berlin,2021-01-21 10:10:00,114606,1957
3,Branden­burg,2021-01-21 10:10:00,60825,1805
4,Bremen,2021-01-21 10:10:00,15151,240
5,Hamburg,2021-01-21 10:10:00,43613,950
6,Hessen,2021-01-21 10:10:00,162321,4257
7,Meck­lenburg- Vor­pommern,2021-01-21 10:10:00,17553,340
8,Nieder­sachsen,2021-01-21 10:10:00,132095,2829
9,Nord­rhein-West­falen,2021-01-21 10:10:00,460709,9635
10,Rhein­land-Pfalz,2021-01-21 10:10:00,87040,2187
11,Saarland,2021-01-21 10:10:00,23628,645
12,Sachsen,2021-01-21 10:10:00,170784,5433
13,Sachsen-Anhalt,2021-01-21 10:10:00,45448,1289
14,Schles­wig-Holstein,2021-01-21 10:10:00,32297,707
15,Thüringen,2021-01-21 10:10:00,59744,1808
16,Gesamt,2021-01-21 10:10:00,2088400,49783
