,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-25 16:10:00,36819,1841
1,Bayern,2020-07-25 16:10:00,50260,2619
2,Berlin,2020-07-25 16:10:00,8957,223
3,Branden­burg,2020-07-25 16:10:00,3524,168
4,Bremen,2020-07-25 16:10:00,1742,55
5,Hamburg,2020-07-25 16:10:00,5291,261
6,Hessen,2020-07-25 16:10:00,11649,518
7,Meck­lenburg- Vor­pommern,2020-07-25 16:10:00,843,20
8,Nieder­sachsen,2020-07-25 16:10:00,14222,648
9,Nord­rhein-West­falen,2020-07-25 16:10:00,47257,1728
10,Rhein­land-Pfalz,2020-07-25 16:10:00,7409,238
11,Saarland,2020-07-25 16:10:00,2849,174
12,Sachsen,2020-07-25 16:10:00,5512,225
13,Sachsen-Anhalt,2020-07-25 16:10:00,1979,63
14,Schles­wig-Holstein,2020-07-25 16:10:00,3311,155
15,Thüringen,2020-07-25 16:10:00,3340,182
16,Gesamt,2020-07-25 16:10:00,204964,9118
