,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-25 10:10:00,68482,1970
1,Bayern,2020-10-25 10:10:00,89986,2742
2,Berlin,2020-10-25 10:10:00,25790,249
3,Branden­burg,2020-10-25 10:10:00,6463,184
4,Bremen,2020-10-25 10:10:00,4342,64
5,Hamburg,2020-10-25 10:10:00,11346,283
6,Hessen,2020-10-25 10:10:00,32227,609
7,Meck­lenburg- Vor­pommern,2020-10-25 10:10:00,2133,21
8,Nieder­sachsen,2020-10-25 10:10:00,29640,729
9,Nord­rhein-West­falen,2020-10-25 10:10:00,107759,2017
10,Rhein­land-Pfalz,2020-10-25 10:10:00,16118,268
11,Saarland,2020-10-25 10:10:00,5289,178
12,Sachsen,2020-10-25 10:10:00,13237,278
13,Sachsen-Anhalt,2020-10-25 10:10:00,3905,74
14,Schles­wig-Holstein,2020-10-25 10:10:00,6662,164
15,Thüringen,2020-10-25 10:10:00,5802,202
16,Gesamt,2020-10-25 10:10:00,429181,10032
