,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-11 10:10:00,261487,5575
1,Bayern,2021-01-11 10:10:00,356922,7913
2,Berlin,2021-01-11 10:10:00,106190,1565
3,Branden­burg*,2021-01-11 10:10:00,50180,1286
4,Bremen,2021-01-11 10:10:00,14365,223
5,Hamburg,2021-01-11 10:10:00,40687,820
6,Hessen,2021-01-11 10:10:00,150790,3513
7,Meck­lenburg- Vor­pommern,2021-01-11 10:10:00,14757,242
8,Nieder­sachsen,2021-01-11 10:10:00,120634,2340
9,Nord­rhein-West­falen,2021-01-11 10:10:00,429506,7978
10,Rhein­land-Pfalz,2021-01-11 10:10:00,80449,1780
11,Saarland,2021-01-11 10:10:00,21900,543
12,Sachsen,2021-01-11 10:10:00,155627,4130
13,Sachsen-Anhalt*,2021-01-11 10:10:00,37300,870
14,Schles­wig-Holstein,2021-01-11 10:10:00,28624,554
15,Thüringen,2021-01-11 10:10:00,51606,1354
16,Gesamt,2021-01-11 10:10:00,1921024,40686
