,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-17 10:10:00,33950,1648
1,Bayern,2020-05-17 10:10:00,45427,2283
2,Berlin,2020-05-17 10:10:00,6447,182
3,Brandenburg,2020-05-17 10:10:00,3171,149
4,Bremen,2020-05-17 10:10:00,1164,37
5,Hamburg,2020-05-17 10:10:00,5029,232
6,Hessen,2020-05-17 10:10:00,9317,435
7,Mecklenburg- Vor­pommern,2020-05-17 10:10:00,748,20
8,Niedersachsen,2020-05-17 10:10:00,11155,544
9,Nordrhein-West­falen,2020-05-17 10:10:00,36286,1505
10,Rhein­land-Pfalz,2020-05-17 10:10:00,6449,216
11,Saarland,2020-05-17 10:10:00,2696,149
12,Sachsen,2020-05-17 10:10:00,5115,196
13,Sachsen-Anhalt,2020-05-17 10:10:00,1676,54
14,Schles­wig-Holstein,2020-05-17 10:10:00,3000,126
15,Thüringen,2020-05-17 10:10:00,2725,138
16,Gesamt,2020-05-17 10:10:00,174355,7914
