,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2021-01-10 10:10:00,260001,5530
1,Bayern,2021-01-10 10:10:00,354494,7875
2,Berlin,2021-01-10 10:10:00,105850,1560
3,Branden­burg,2021-01-10 10:10:00,49531,1281
4,Bremen,2021-01-10 10:10:00,14323,222
5,Hamburg,2021-01-10 10:10:00,40476,817
6,Hessen,2021-01-10 10:10:00,150229,3483
7,Meck­lenburg- Vor­pommern,2021-01-10 10:10:00,14667,239
8,Nieder­sachsen,2021-01-10 10:10:00,119533,2329
9,Nord­rhein-West­falen,2021-01-10 10:10:00,427710,7942
10,Rhein­land-Pfalz,2021-01-10 10:10:00,79839,1762
11,Saarland,2021-01-10 10:10:00,21868,540
12,Sachsen,2021-01-10 10:10:00,154520,4064
13,Sachsen-Anhalt,2021-01-10 10:10:00,35734,832
14,Schles­wig-Holstein,2021-01-10 10:10:00,28480,545
15,Thüringen,2021-01-10 10:10:00,51272,1322
16,Gesamt,2021-01-10 10:10:00,1908527,40343
