,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-14 10:10:00,188241,3425
1,Bayern,2020-12-14 10:10:00,259793,4895
2,Berlin,2020-12-14 10:10:00,78796,821
3,Branden­burg,2020-12-14 10:10:00,26952,484
4,Bremen,2020-12-14 10:10:00,11714,158
5,Hamburg,2020-12-14 10:10:00,29408,478
6,Hessen,2020-12-14 10:10:00,108316,1755
7,Meck­lenburg- Vor­pommern,2020-12-14 10:10:00,8232,98
8,Nieder­sachsen,2020-12-14 10:10:00,85729,1427
9,Nord­rhein-West­falen,2020-12-14 10:10:00,317966,4489
10,Rhein­land-Pfalz,2020-12-14 10:10:00,56345,855
11,Saarland,2020-12-14 10:10:00,15996,307
12,Sachsen,2020-12-14 10:10:00,86807,1702
13,Sachsen-Anhalt,2020-12-14 10:10:00,18524,274
14,Schles­wig-Holstein,2020-12-14 10:10:00,18100,293
15,Thüringen,2020-12-14 10:10:00,26159,514
16,Gesamt,2020-12-14 10:10:00,1337078,21975
