,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-11 10:10:00,179160,3293
1,Bayern,2020-12-11 10:10:00,248679,4723
2,Berlin,2020-12-11 10:10:00,76204,768
3,Branden­burg,2020-12-11 10:10:00,24910,464
4,Bremen,2020-12-11 10:10:00,11366,150
5,Hamburg,2020-12-11 10:10:00,28202,458
6,Hessen,2020-12-11 10:10:00,102817,1659
7,Meck­lenburg- Vor­pommern,2020-12-11 10:10:00,7597,94
8,Nieder­sachsen,2020-12-11 10:10:00,82321,1380
9,Nord­rhein-West­falen,2020-12-11 10:10:00,305464,4346
10,Rhein­land-Pfalz,2020-12-11 10:10:00,53467,805
11,Saarland,2020-12-11 10:10:00,15178,294
12,Sachsen,2020-12-11 10:10:00,78704,1505
13,Sachsen-Anhalt,2020-12-11 10:10:00,17087,251
14,Schles­wig-Holstein,2020-12-11 10:10:00,17104,283
15,Thüringen,2020-12-11 10:10:00,23818,497
16,Gesamt,2020-12-11 10:10:00,1272078,20970
