,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-16 10:10:00,193712,3628
1,Bayern,2020-12-16 10:10:00,267838,5163
2,Berlin,2020-12-16 10:10:00,80936,899
3,Branden­burg,2020-12-16 10:10:00,28055,540
4,Bremen,2020-12-16 10:10:00,11865,160
5,Hamburg,2020-12-16 10:10:00,29990,491
6,Hessen,2020-12-16 10:10:00,111433,1906
7,Meck­lenburg- Vor­pommern,2020-12-16 10:10:00,8596,102
8,Nieder­sachsen,2020-12-16 10:10:00,87268,1482
9,Nord­rhein-West­falen,2020-12-16 10:10:00,326681,4786
10,Rhein­land-Pfalz,2020-12-16 10:10:00,58279,936
11,Saarland,2020-12-16 10:10:00,16159,313
12,Sachsen*,2020-12-16 10:10:00,92409,1855
13,Sachsen-Anhalt,2020-12-16 10:10:00,19456,302
14,Schles­wig-Holstein,2020-12-16 10:10:00,18827,301
15,Thüringen,2020-12-16 10:10:00,27734,563
16,Gesamt,2020-12-16 10:10:00,1379238,23427
