,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-14 10:10:00,36111,1837
1,Bayern,2020-07-14 10:10:00,49350,2613
2,Berlin,2020-07-14 10:10:00,8656,219
3,Branden­burg,2020-07-14 10:10:00,3462,167
4,Bremen,2020-07-14 10:10:00,1691,55
5,Hamburg,2020-07-14 10:10:00,5231,261
6,Hessen,2020-07-14 10:10:00,11206,514
7,Meck­lenburg- Vor­pommern,2020-07-14 10:10:00,804,20
8,Nieder­sachsen,2020-07-14 10:10:00,13823,642
9,Nord­rhein-West­falen,2020-07-14 10:10:00,45115,1707
10,Rhein­land-Pfalz,2020-07-14 10:10:00,7196,236
11,Saarland,2020-07-14 10:10:00,2819,174
12,Sachsen,2020-07-14 10:10:00,5476,225
13,Sachsen-Anhalt,2020-07-14 10:10:00,1919,62
14,Schles­wig-Holstein,2020-07-14 10:10:00,3221,154
15,Thüringen,2020-07-14 10:10:00,3295,182
16,Gesamt,2020-07-14 10:10:00,199375,9068
