,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-06 10:10:00,164843,3007
1,Bayern,2020-12-06 10:10:00,229675,4289
2,Berlin,2020-12-06 10:10:00,71087,679
3,Branden­burg,2020-12-06 10:10:00,22206,419
4,Bremen,2020-12-06 10:10:00,10761,136
5,Hamburg,2020-12-06 10:10:00,26619,419
6,Hessen,2020-12-06 10:10:00,95954,1460
7,Meck­lenburg- Vor­pommern,2020-12-06 10:10:00,6687,74
8,Nieder­sachsen,2020-12-06 10:10:00,77033,1261
9,Nord­rhein-West­falen,2020-12-06 10:10:00,284816,3924
10,Rhein­land-Pfalz,2020-12-06 10:10:00,48779,666
11,Saarland,2020-12-06 10:10:00,13887,271
12,Sachsen,2020-12-06 10:10:00,68244,1279
13,Sachsen-Anhalt,2020-12-06 10:10:00,14616,208
14,Schles­wig-Holstein,2020-12-06 10:10:00,15627,264
15,Thüringen,2020-12-06 10:10:00,20489,416
16,Gesamt,2020-12-06 10:10:00,1171323,18772
