,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-23 10:10:00,133583,2449
1,Bayern,2020-11-23 10:10:00,183189,3440
2,Berlin,2020-11-23 10:10:00,56504,449
3,Branden­burg,2020-11-23 10:10:00,15673,280
4,Bremen,2020-11-23 10:10:00,9284,108
5,Hamburg,2020-11-23 10:10:00,22702,338
6,Hessen,2020-11-23 10:10:00,76341,1033
7,Meck­lenburg- Vor­pommern,2020-11-23 10:10:00,5189,53
8,Nieder­sachsen,2020-11-23 10:10:00,63305,1010
9,Nord­rhein-West­falen,2020-11-23 10:10:00,233020,2977
10,Rhein­land-Pfalz,2020-11-23 10:10:00,38309,420
11,Saarland,2020-11-23 10:10:00,11385,236
12,Sachsen,2020-11-23 10:10:00,43967,667
13,Sachsen-Anhalt,2020-11-23 10:10:00,10030,122
14,Schles­wig-Holstein,2020-11-23 10:10:00,12912,234
15,Thüringen,2020-11-23 10:10:00,13740,296
16,Gesamt,2020-11-23 10:10:00,929133,14112
