,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-13 16:10:00,35090,1805
1,Bayern,2020-06-13 16:10:00,47612,2540
2,Berlin,2020-06-13 16:10:00,7252,208
3,Branden­burg,2020-06-13 16:10:00,3326,163
4,Bremen,2020-06-13 16:10:00,1581,45
5,Hamburg,2020-06-13 16:10:00,5139,255
6,Hessen,2020-06-13 16:10:00,10321,491
7,Meck­lenburg- Vor­pommern,2020-06-13 16:10:00,781,20
8,Nieder­sachsen,2020-06-13 16:10:00,12822,613
9,Nord­rhein-West­falen,2020-06-13 16:10:00,39137,1643
10,Rhein­land-Pfalz,2020-06-13 16:10:00,6838,231
11,Saarland,2020-06-13 16:10:00,2770,168
12,Sachsen,2020-06-13 16:10:00,5345,219
13,Sachsen-Anhalt,2020-06-13 16:10:00,1734,56
14,Schles­wig-Holstein,2020-06-13 16:10:00,3120,150
15,Thüringen,2020-06-13 16:10:00,3154,174
16,Gesamt,2020-06-13 16:10:00,186022,8781
