,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-19 10:10:00,34034,1653
1,Bayern,2020-05-19 10:10:00,45639,2314
2,Berlin,2020-05-19 10:10:00,6478,182
3,Brandenburg,2020-05-19 10:10:00,3185,150
4,Bremen,2020-05-19 10:10:00,1237,38
5,Hamburg,2020-05-19 10:10:00,5042,232
6,Hessen,2020-05-19 10:10:00,9368,442
7,Mecklenburg- Vor­pommern,2020-05-19 10:10:00,752,20
8,Niedersachsen,2020-05-19 10:10:00,11207,548
9,Nordrhein-West­falen,2020-05-19 10:10:00,36485,1525
10,Rhein­land-Pfalz,2020-05-19 10:10:00,6520,222
11,Saarland,2020-05-19 10:10:00,2699,154
12,Sachsen,2020-05-19 10:10:00,5133,198
13,Sachsen-Anhalt,2020-05-19 10:10:00,1679,54
14,Schles­wig-Holstein,2020-05-19 10:10:00,3002,128
15,Thüringen,2020-05-19 10:10:00,2750,147
16,Gesamt,2020-05-19 10:10:00,175210,8007
